Username,Checked,Followers List,Followers Count
YouGovResearch,0,0,
Graniteprof,0,0,
temkinator,0,0,
archimedino,0,0,
tamarabraham,0,0,
mcentellas,0,0,
PennPR,0,0,
uliceo,0,0,
rachaelcobb,0,0,
austinlacy,0,0,
joeura,0,0,
samfunnsforsker,0,0,
nielslesniewski,0,0,
aguilera1,0,0,
jorgeoc,0,0,
fazol,0,0,
10Jama,0,0,
cchiego,0,0,
J0HNST0N,0,0,
jscarantino,0,0,
Jose_Luis_Ruiz,0,0,
Jake_Wobig,0,0,
quadraticmean,0,0,
grzbiz,0,0,
mailhisa,0,0,
jane_lawrence,0,0,
jrollert,0,0,
wesmediaproject,0,0,
prowag,0,0,
simongre,0,0,
bfred34,0,0,
emagar,0,0,
leonard_kahn,0,0,
grz,0,0,
ASFried,0,0,
bpump,0,0,
michael_levy,0,0,
mdhaiti,0,0,
FC_Enzo,0,0,
pacoromanb,0,0,
dantrix88,0,0,
oem79,0,0,
Klarevas,0,0,
twombly10,0,0,
FranciscoCantu,0,0,
Just_urAverage,0,0,
jacobsohlberg,0,0,
JCARISSA,0,0,
LangerResearch,0,0,
tzappile,0,0,
beancook,0,0,
LauraRoost,0,0,
JeffKurzon,0,0,
IPSAtweets,0,0,
DavidBowden,0,0,
ProfNuno,0,0,
selliott0,0,0,
gefloresivich,0,0,
nicolasrost,0,0,
pcarr1720,0,0,
kevinevans22,0,0,
kohenari,0,0,
salazar_elena,0,0,
streul,0,0,
jonwinsor,0,0,
Jonathanchad,0,0,
bebalacharms,0,0,
bonniepen,0,0,
Prof_BearB,0,0,
AlexTalcott,0,0,
GeoffPolHist,0,0,
CampSockMonkey1,0,0,
NBombace,0,0,
DarwinsAunt,0,0,
Chris_Gaun_Home,0,0,
iapss,0,0,
psgog3,0,0,
raffaelawakeman,0,0,
LindseyCormack,0,0,
ThisBowers,0,0,
jmonogan,0,0,
prisonrodeo,0,0,
justingrimmer,0,0,
gisela_pda,0,0,
electionguide,0,0,
aaronsw,0,0,
johnedervin,0,0,
ThickCulture,0,0,
artfuture,0,0,
vanesaleyva,0,0,
danbalz,0,0,
BenL3,0,0,
radioanngal,0,0,
miweintraub83,0,0,
incantalupo,0,0,
indridih,0,0,
jdonath,0,0,
Jutnuret8,0,0,
RandomAntonym,0,0,
floresdeanda,0,0,
irknowledge,0,0,
elaisplayer,0,0,
lars_akerhaug,0,0,
karakapend,0,0,
wmcglinn,0,0,
sivagami2030,0,0,
ConsDemo,0,0,
andreslajous,0,0,
ajreeves,0,0,
DrewHerrick,0,0,
andyguess,0,0,
RoJimenezE,0,0,
UncleSAMaroo,0,0,
jlove1982,0,0,
rsmth,0,0,
GMiddleberg,0,0,
dsgood,0,0,
coletteinorbit,0,0,
czidom,0,0,
EditorsCI,0,0,
jamisonfoser,0,0,
YellingAtPixels,0,0,
supergg2k,0,0,
ndubaz,0,0,
jameschun,0,0,
nealobermeyer,0,0,
russ_walker,0,0,
aparets,0,0,
BrianShreck,0,0,
maurophelan,0,0,
elspeakeasy,0,0,
Populista,0,0,
jhunterprice,0,0,
sethdmichaels,0,0,
intellitics,0,0,
monkeyburgers,0,0,
KevinReuning,0,0,
IAmIThink39,0,0,
p_gal,0,0,
BNNelson74,0,0,
ChefMonkandPate,0,0,
BronwynHinz,0,0,
GoodwinMJ,0,0,
dfarrell_ucd,0,0,
IvanGinoski,0,0,
jeremymenchik,0,0,
laura11D,0,0,
jamesrhenson,0,0,
edgaier,0,0,
salecamel,0,0,
TheTheTheMary,0,0,
srubenfeld,0,0,
endeavour03,0,0,
helenaposh,0,0,
s_farrington,0,0,
mwolking,0,0,
JoseFortou,0,0,
ichbinilya,0,0,
aeikenberry,0,0,
MGarayzarG,0,0,
GTAveledo,0,0,
alecroix,0,0,
poliscilounge,0,0,
crankybaker,0,0,
Dylan_Andersen,0,0,
deardelirious,0,0,
MariaCaDUES,0,0,
AmyMorelandYeah,0,0,
El_Jimi_Aureo,0,0,
Sutherlander,0,0,
KLSoltis,0,0,
openleft,0,0,
jbrianhouston,0,0,
gallupqueue,0,0,
pmartjo,0,0,
tecben,0,0,
evilmnkygadgets,0,0,
kchadclay,0,0,
taylorjo,0,0,
lukasneville,0,0,
eronarn,0,0,
richardmskinner,0,0,
kimacquaviva,0,0,
kelmcdowell,0,0,
research_inform,0,0,
triciastaats,0,0,
bocevskiivica,0,0,
MikeGruz,0,0,
libgrrl,0,0,
learnpolitics,0,0,
sissenberg,0,0,
slopeznoriega,0,0,
elmaquiavelo,0,0,
jshm00,0,0,
AlexBeeman,0,0,
ssleeee,0,0,
joelmeares,0,0,
javieraparicio,0,0,
cooperjd88,0,0,
balexandr,0,0,
CarlosRamirezF,0,0,
danfeder82,0,0,
stephenjessee,0,0,
PatcohenNYT,0,0,
afpakchannel,0,0,
abandonbrain,0,0,
Conway__West,0,0,
TBI_Central,0,0,
_CTFD,0,0,
mbfromhb,0,0,
MiddleofWorld,0,0,
Atasheva,0,0,
beccazsky,0,0,
michelledion,0,0,
danielwaweru,0,0,
Bob_Fitch,0,0,
Student,0,0,
PollsAndVotes,0,0,
MonkeyTanner,0,0,
alexlundry,0,0,
ianpcook,0,0,
pemalevy,0,0,
niko288,0,0,
latinone_usa,0,0,
jiadarola,0,0,
cpc_espinoza,0,0,
eahouck,0,0,
theobservedblog,0,0,
PeakOilNews,0,0,
ChitacMadalina,0,0,
JacquelineAlb,0,0,
felixstrebel,0,0,
tjstory,0,0,
WhoGetsWhat,0,0,
okgamevhc,0,0,
abhijit116,0,0,
Patricia99801,0,0,
hollywoodmonkey,0,0,
loya,0,0,
proxifeed,0,0,
ecberry,0,0,
dubikan,0,0,
anthonypainter,0,0,
debutantchen,0,0,
riverratoh,0,0,
ScottBlough,0,0,
hjms,0,0,
archeratlarge,0,0,
ericlivergood,0,0,
EmilyGTaylor,0,0,
igorlogvinenko,0,0,
ngrabowitz,0,0,
TCCfeed,0,0,
Noompa,0,0,
SoerensenRikke,0,0,
michaelzhou,0,0,
JulianR,0,0,
coreyspaley,0,0,
ianrmcdonald,0,0,
Naunihal,0,0,
zeitzoff,0,0,
rmatthewo,0,0,
chrishaid,0,0,
jlechelt,0,0,
scottriding,0,0,
imnotandrew,0,0,
ValisJason,0,0,
UK_Patterson,0,0,
lefarkins,0,0,
FHQ,0,0,
gregamarx,0,0,
Samuel_J_Abrams,0,0,
sverrebm,0,0,
Colettod,0,0,
postpolls,0,0,
Victor9098,0,0,
sockrateaser,0,0,
RicardoCP,0,0,
cthams,0,0,
PhilipArsenault,0,0,
ashtondorkins,0,0,
SteveRogersinfo,0,0,
davidkanevsky,0,0,
ethanfletcher,0,0,
KristinGator,0,0,
rolandkappe,0,0,
jasonost,0,0,
wmcatee,0,0,
burtmonroe,0,0,
thesidetrack,0,0,
ToddACurry,0,0,
dbernstein,0,0,
billskelly,0,0,
BillPetti,0,0,
MysteryPollster,0,0,
joe_farrell,0,0,
craigkirchoff,0,0,
angfunai,0,0,
tchambers,0,0,
kristianland,0,0,
CDA,0,0,
jiminottawa,0,0,
johnjcarroll,0,0,
smotus,0,0,
SoquelCreek,0,0,
bshor,0,0,
sewenz,0,0,
zoonpolitikon,0,0,
poliscipunk,0,0,
mike_malecki,0,0,
marco_morales,0,0,
c3K,0,0,
ProfJRoberts,0,0,
jonmladd,0,0,
j_a_tucker,0,0,
berndweiss,0,0,
kwcollins,0,0,
davidchungpark,0,0,
